1,16,1,3860,3860,46912578336608
2,16,1,3860,3860,46912578336608
3,16,1,3860,3860,46912578336608
4,16,1,3860,3860,46912578336608
5,16,1,3860,3860,46912578336608
6,16,1,3860,3860,46912578336608
7,16,1,3860,3860,46912578336608
8,16,1,3860,3860,46912578336608
9,16,1,3860,3860,46912578336608
10,8,1,3860,3860,46912578336608
11,8,1,3860,3860,46912578336608
12,8,1,3860,3860,46912578336608
13,8,1,3860,3860,46912578336608
14,8,1,3860,3860,46912578336608
15,8,1,3860,3860,46912578336608
16,8,1,3860,3860,46912578336608
17,16,1,3860,3860,46912578336608
18,8,1,3860,3860,46912578336608
19,8,1,3860,3860,46912578336608
20,16,1,3860,3860,46912578336608
21,8,1,3860,3860,46912578336608
22,8,1,3860,3860,46912578336608
23,8,1,3860,3860,46912578336608
24,4,1,3860,3860,46912578336608
25,16,1,3860,3860,46912578336608
26,4,1,3860,3860,46912578336608
27,4,1,3860,3860,46912578336608
28,16,1,3860,3860,46912578336608
29,4,1,3860,3860,46912578336608
30,8,1,3860,3860,46912578336608
31,16,1,3860,3860,46912578336608
32,8,1,3860,3860,46912578336608
33,8,1,3860,3860,46912578336608
34,16,1,3860,3860,46912578336608
35,8,1,3860,3860,46912578336608
36,8,1,3860,3860,46912578336608
37,8,1,3860,3860,46912578336608
38,4,1,3860,3860,46912578336608
39,16,1,3860,3860,46912578336608
40,4,1,3860,3860,46912578336608
41,4,1,3860,3860,46912578336608
42,16,1,3860,3860,46912578336608
43,4,1,3860,3860,46912578336608
44,8,1,3860,3860,46912578336608
45,16,1,3860,3860,46912578336608
46,8,1,3860,3860,46912578336608
47,8,1,3860,3860,46912578336608
48,16,1,3860,3860,46912578336608
49,8,1,3860,3860,46912578336608
50,8,1,3860,3860,46912578336608
51,8,1,3860,3860,46912578336608
52,4,1,3860,3860,46912578336608
53,16,1,3860,3860,46912578336608
54,4,1,3860,3860,46912578336608
55,4,1,3860,3860,46912578336608
56,16,1,3860,3860,46912578336608
57,4,1,3860,3860,46912578336608
58,8,1,3860,3860,46912578336608
59,16,1,3860,3860,46912578336608
60,8,1,3860,3860,46912578336608
61,8,1,3860,3860,46912578336608
62,16,1,3860,3860,46912578336608
63,8,1,3860,3860,46912578336608
64,8,1,3860,3860,46912578336608
65,8,1,3860,3860,46912578336608
66,4,1,3860,3860,46912578336608
67,16,1,3860,3860,46912578336608
68,4,1,3860,3860,46912578336608
69,4,1,3860,3860,46912578336608
70,16,1,3860,3860,46912578336608
71,4,1,3860,3860,46912578336608
72,8,1,3860,3860,46912578336608
73,16,1,3860,3860,46912578336608
74,8,1,3860,3860,46912578336608
75,8,1,3860,3860,46912578336608
76,16,1,3860,3860,46912578336608
77,8,1,3860,3860,46912578336608
78,8,1,3860,3860,46912578336608
79,8,1,3860,3860,46912578336608
80,4,1,3860,3860,46912578336608
81,16,1,3860,3860,46912578336608
82,4,1,3860,3860,46912578336608
83,4,1,3860,3860,46912578336608
84,16,1,3860,3860,46912578336608
85,4,1,3860,3860,46912578336608
86,8,1,3860,3860,46912578336608
87,16,1,3860,3860,46912578336608
88,8,1,3860,3860,46912578336608
89,8,1,3860,3860,46912578336608
90,16,1,3860,3860,46912578336608
91,8,1,3860,3860,46912578336608
92,8,1,3860,3860,46912578336608
93,8,1,3860,3860,46912578336608
94,4,1,3860,3860,46912578336608
95,16,1,3860,3860,46912578336608
96,4,1,3860,3860,46912578336608
97,4,1,3860,3860,46912578336608
98,16,1,3860,3860,46912578336608
99,4,1,3860,3860,46912578336608
100,8,1,3860,3860,46912578336608
101,16,1,3860,3860,46912578336608
102,8,1,3860,3860,46912578336608
103,8,1,3860,3860,46912578336608
104,16,1,3860,3860,46912578336608
105,8,1,3860,3860,46912578336608
106,8,1,3860,3860,46912578336608
107,8,1,3860,3860,46912578336608
108,4,1,3860,3860,46912578336608
109,16,1,3860,3860,46912578336608
110,4,1,3860,3860,46912578336608
111,4,1,3860,3860,46912578336608
112,16,1,3860,3860,46912578336608
113,4,1,3860,3860,46912578336608
114,8,1,3860,3860,46912578336608
115,16,1,3860,3860,46912578336608
116,8,1,3860,3860,46912578336608
117,8,1,3860,3860,46912578336608
118,16,1,3860,3860,46912578336608
119,8,1,3860,3860,46912578336608
120,8,1,3860,3860,46912578336608
121,8,1,3860,3860,46912578336608
122,4,1,3860,3860,46912578336608
123,16,1,3860,3860,46912578336608
124,4,1,3860,3860,46912578336608
125,4,1,3860,3860,46912578336608
126,16,1,3860,3860,46912578336608
127,4,1,3860,3860,46912578336608
128,8,1,3860,3860,46912578336608
129,16,1,3860,3860,46912578336608
130,8,1,3860,3860,46912578336608
131,8,1,3860,3860,46912578336608
132,16,1,3860,3860,46912578336608
133,8,1,3860,3860,46912578336608
134,8,1,3860,3860,46912578336608
135,8,1,3860,3860,46912578336608
136,4,1,3860,3860,46912578336608
137,16,1,3860,3860,46912578336608
138,4,1,3860,3860,46912578336608
139,4,1,3860,3860,46912578336608
140,16,1,3860,3860,46912578336608
141,4,1,3860,3860,46912578336608
142,8,1,3860,3860,46912578336608
143,16,1,3860,3860,46912578336608
144,8,1,3860,3860,46912578336608
145,8,1,3860,3860,46912578336608
146,16,1,3860,3860,46912578336608
147,8,1,3860,3860,46912578336608
148,8,1,3860,3860,46912578336608
149,8,1,3860,3860,46912578336608
150,4,1,3860,3860,46912578336608
151,16,1,3860,3860,46912578336608
152,4,1,3860,3860,46912578336608
153,4,1,3860,3860,46912578336608
154,16,1,3860,3860,46912578336608
155,4,1,3860,3860,46912578336608
156,8,1,3860,3860,46912578336608
157,8,1,3860,3860,46912578336608
158,8,1,3860,3860,46912578336608
159,8,1,3860,3860,46912578336608
160,8,1,3860,3860,46912578336608
161,8,1,3860,3860,46912578336608
162,16,1,3860,3860,46912578336608
163,8,1,3860,3860,46912578336608
164,8,1,3860,3860,46912578336608
165,16,1,3860,3860,46912578336608
166,8,1,3860,3860,46912578336608
167,8,1,3860,3860,46912578336608
168,8,1,3860,3860,46912578336608
169,4,1,3860,3860,46912578336608
170,16,1,3860,3860,46912578336608
171,4,1,3860,3860,46912578336608
172,4,1,3860,3860,46912578336608
173,16,1,3860,3860,46912578336608
174,4,1,3860,3860,46912578336608
175,8,1,3860,3860,46912578336608
176,16,1,3860,3860,46912578336608
177,8,1,3860,3860,46912578336608
178,8,1,3860,3860,46912578336608
179,16,1,3860,3860,46912578336608
180,8,1,3860,3860,46912578336608
181,8,1,3860,3860,46912578336608
182,8,1,3860,3860,46912578336608
183,4,1,3860,3860,46912578336608
184,16,1,3860,3860,46912578336608
185,4,1,3860,3860,46912578336608
186,4,1,3860,3860,46912578336608
187,16,1,3860,3860,46912578336608
188,4,1,3860,3860,46912578336608
189,8,1,3860,3860,46912578336608
190,16,1,3860,3860,46912578336608
191,8,1,3860,3860,46912578336608
192,8,1,3860,3860,46912578336608
193,16,1,3860,3860,46912578336608
194,8,1,3860,3860,46912578336608
195,8,1,3860,3860,46912578336608
196,8,1,3860,3860,46912578336608
197,4,1,3860,3860,46912578336608
198,16,1,3860,3860,46912578336608
199,4,1,3860,3860,46912578336608
200,4,1,3860,3860,46912578336608
201,16,1,3860,3860,46912578336608
202,4,1,3860,3860,46912578336608
203,8,1,3860,3860,46912578336608
204,16,1,3860,3860,46912578336608
205,8,1,3860,3860,46912578336608
206,8,1,3860,3860,46912578336608
207,16,1,3860,3860,46912578336608
208,8,1,3860,3860,46912578336608
209,8,1,3860,3860,46912578336608
210,8,1,3860,3860,46912578336608
211,4,1,3860,3860,46912578336608
212,16,1,3860,3860,46912578336608
213,4,1,3860,3860,46912578336608
214,4,1,3860,3860,46912578336608
215,16,1,3860,3860,46912578336608
216,4,1,3860,3860,46912578336608
217,8,1,3860,3860,46912578336608
218,16,1,3860,3860,46912578336608
219,8,1,3860,3860,46912578336608
220,8,1,3860,3860,46912578336608
221,16,1,3860,3860,46912578336608
222,8,1,3860,3860,46912578336608
223,8,1,3860,3860,46912578336608
224,8,1,3860,3860,46912578336608
225,4,1,3860,3860,46912578336608
226,16,1,3860,3860,46912578336608
227,4,1,3860,3860,46912578336608
228,4,1,3860,3860,46912578336608
229,16,1,3860,3860,46912578336608
230,4,1,3860,3860,46912578336608
231,8,1,3860,3860,46912578336608
232,16,1,3860,3860,46912578336608
233,8,1,3860,3860,46912578336608
234,8,1,3860,3860,46912578336608
235,16,1,3860,3860,46912578336608
236,8,1,3860,3860,46912578336608
237,8,1,3860,3860,46912578336608
238,8,1,3860,3860,46912578336608
239,4,1,3860,3860,46912578336608
240,16,1,3860,3860,46912578336608
241,4,1,3860,3860,46912578336608
242,4,1,3860,3860,46912578336608
243,16,1,3860,3860,46912578336608
244,4,1,3860,3860,46912578336608
245,8,1,3860,3860,46912578336608
246,16,1,3860,3860,46912578336608
247,8,1,3860,3860,46912578336608
248,8,1,3860,3860,46912578336608
249,16,1,3860,3860,46912578336608
250,8,1,3860,3860,46912578336608
251,8,1,3860,3860,46912578336608
252,8,1,3860,3860,46912578336608
253,4,1,3860,3860,46912578336608
254,16,1,3860,3860,46912578336608
255,4,1,3860,3860,46912578336608
256,4,1,3860,3860,46912578336608
257,16,1,3860,3860,46912578336608
258,4,1,3860,3860,46912578336608
259,8,1,3860,3860,46912578336608
260,16,1,3860,3860,46912578336608
261,8,1,3860,3860,46912578336608
262,8,1,3860,3860,46912578336608
263,16,1,3860,3860,46912578336608
264,8,1,3860,3860,46912578336608
265,8,1,3860,3860,46912578336608
266,8,1,3860,3860,46912578336608
267,4,1,3860,3860,46912578336608
268,16,1,3860,3860,46912578336608
269,4,1,3860,3860,46912578336608
270,4,1,3860,3860,46912578336608
271,16,1,3860,3860,46912578336608
272,4,1,3860,3860,46912578336608
273,8,1,3860,3860,46912578336608
274,16,1,3860,3860,46912578336608
275,8,1,3860,3860,46912578336608
276,8,1,3860,3860,46912578336608
277,16,1,3860,3860,46912578336608
278,8,1,3860,3860,46912578336608
279,8,1,3860,3860,46912578336608
280,8,1,3860,3860,46912578336608
281,4,1,3860,3860,46912578336608
282,16,1,3860,3860,46912578336608
283,4,1,3860,3860,46912578336608
284,4,1,3860,3860,46912578336608
285,16,1,3860,3860,46912578336608
286,4,1,3860,3860,46912578336608
287,8,1,3860,3860,46912578336608
288,16,1,3860,3860,46912578336608
289,8,1,3860,3860,46912578336608
290,8,1,3860,3860,46912578336608
291,16,1,3860,3860,46912578336608
292,8,1,3860,3860,46912578336608
293,8,1,3860,3860,46912578336608
294,8,1,3860,3860,46912578336608
295,4,1,3860,3860,46912578336608
296,16,1,3860,3860,46912578336608
297,4,1,3860,3860,46912578336608
298,4,1,3860,3860,46912578336608
299,16,1,3860,3860,46912578336608
300,4,1,3860,3860,46912578336608
301,8,1,3860,3860,46912578336608
302,8,1,3860,3860,46912578336608
303,8,1,3860,3860,46912578336608
304,8,1,3860,3860,46912578336608
305,8,1,3860,3860,46912578336608
306,8,1,3860,3860,46912578336608
307,16,1,3860,3860,46912578336608
308,8,1,3860,3860,46912578336608
309,8,1,3860,3860,46912578336608
310,16,1,3860,3860,46912578336608
311,8,1,3860,3860,46912578336608
312,8,1,3860,3860,46912578336608
313,8,1,3860,3860,46912578336608
314,4,1,3860,3860,46912578336608
315,16,1,3860,3860,46912578336608
316,4,1,3860,3860,46912578336608
317,4,1,3860,3860,46912578336608
318,16,1,3860,3860,46912578336608
319,4,1,3860,3860,46912578336608
320,8,1,3860,3860,46912578336608
321,16,1,3860,3860,46912578336608
322,8,1,3860,3860,46912578336608
323,8,1,3860,3860,46912578336608
324,16,1,3860,3860,46912578336608
325,8,1,3860,3860,46912578336608
326,8,1,3860,3860,46912578336608
327,8,1,3860,3860,46912578336608
328,4,1,3860,3860,46912578336608
329,16,1,3860,3860,46912578336608
330,4,1,3860,3860,46912578336608
331,4,1,3860,3860,46912578336608
332,16,1,3860,3860,46912578336608
333,4,1,3860,3860,46912578336608
334,8,1,3860,3860,46912578336608
335,16,1,3860,3860,46912578336608
336,8,1,3860,3860,46912578336608
337,8,1,3860,3860,46912578336608
338,16,1,3860,3860,46912578336608
339,8,1,3860,3860,46912578336608
340,8,1,3860,3860,46912578336608
341,8,1,3860,3860,46912578336608
342,4,1,3860,3860,46912578336608
343,16,1,3860,3860,46912578336608
344,4,1,3860,3860,46912578336608
345,4,1,3860,3860,46912578336608
346,16,1,3860,3860,46912578336608
347,4,1,3860,3860,46912578336608
348,8,1,3860,3860,46912578336608
349,16,1,3860,3860,46912578336608
350,8,1,3860,3860,46912578336608
351,8,1,3860,3860,46912578336608
352,16,1,3860,3860,46912578336608
353,8,1,3860,3860,46912578336608
354,8,1,3860,3860,46912578336608
355,8,1,3860,3860,46912578336608
356,4,1,3860,3860,46912578336608
357,16,1,3860,3860,46912578336608
358,4,1,3860,3860,46912578336608
359,4,1,3860,3860,46912578336608
360,16,1,3860,3860,46912578336608
361,4,1,3860,3860,46912578336608
362,8,1,3860,3860,46912578336608
363,16,1,3860,3860,46912578336608
364,8,1,3860,3860,46912578336608
365,8,1,3860,3860,46912578336608
366,16,1,3860,3860,46912578336608
367,8,1,3860,3860,46912578336608
368,8,1,3860,3860,46912578336608
369,8,1,3860,3860,46912578336608
370,4,1,3860,3860,46912578336608
371,16,1,3860,3860,46912578336608
372,4,1,3860,3860,46912578336608
373,4,1,3860,3860,46912578336608
374,16,1,3860,3860,46912578336608
375,4,1,3860,3860,46912578336608
376,8,1,3860,3860,46912578336608
377,16,1,3860,3860,46912578336608
378,8,1,3860,3860,46912578336608
379,8,1,3860,3860,46912578336608
380,16,1,3860,3860,46912578336608
381,8,1,3860,3860,46912578336608
382,8,1,3860,3860,46912578336608
383,8,1,3860,3860,46912578336608
384,4,1,3860,3860,46912578336608
385,16,1,3860,3860,46912578336608
386,4,1,3860,3860,46912578336608
387,4,1,3860,3860,46912578336608
388,16,1,3860,3860,46912578336608
389,4,1,3860,3860,46912578336608
390,8,1,3860,3860,46912578336608
391,16,1,3860,3860,46912578336608
392,8,1,3860,3860,46912578336608
393,8,1,3860,3860,46912578336608
394,16,1,3860,3860,46912578336608
395,8,1,3860,3860,46912578336608
396,8,1,3860,3860,46912578336608
397,8,1,3860,3860,46912578336608
398,4,1,3860,3860,46912578336608
399,16,1,3860,3860,46912578336608
400,4,1,3860,3860,46912578336608
401,4,1,3860,3860,46912578336608
402,16,1,3860,3860,46912578336608
403,4,1,3860,3860,46912578336608
404,8,1,3860,3860,46912578336608
405,16,1,3860,3860,46912578336608
406,8,1,3860,3860,46912578336608
407,8,1,3860,3860,46912578336608
408,16,1,3860,3860,46912578336608
409,8,1,3860,3860,46912578336608
410,8,1,3860,3860,46912578336608
411,8,1,3860,3860,46912578336608
412,4,1,3860,3860,46912578336608
413,16,1,3860,3860,46912578336608
414,4,1,3860,3860,46912578336608
415,4,1,3860,3860,46912578336608
416,16,1,3860,3860,46912578336608
417,4,1,3860,3860,46912578336608
418,8,1,3860,3860,46912578336608
419,16,1,3860,3860,46912578336608
420,8,1,3860,3860,46912578336608
421,8,1,3860,3860,46912578336608
422,16,1,3860,3860,46912578336608
423,8,1,3860,3860,46912578336608
424,8,1,3860,3860,46912578336608
425,8,1,3860,3860,46912578336608
426,4,1,3860,3860,46912578336608
427,16,1,3860,3860,46912578336608
428,4,1,3860,3860,46912578336608
429,4,1,3860,3860,46912578336608
430,16,1,3860,3860,46912578336608
431,4,1,3860,3860,46912578336608
432,8,1,3860,3860,46912578336608
433,16,1,3860,3860,46912578336608
434,8,1,3860,3860,46912578336608
435,8,1,3860,3860,46912578336608
436,16,1,3860,3860,46912578336608
437,8,1,3860,3860,46912578336608
438,8,1,3860,3860,46912578336608
439,8,1,3860,3860,46912578336608
440,4,1,3860,3860,46912578336608
441,16,1,3860,3860,46912578336608
442,4,1,3860,3860,46912578336608
443,4,1,3860,3860,46912578336608
444,16,1,3860,3860,46912578336608
445,4,1,3860,3860,46912578336608
446,8,1,3860,3860,46912578336608
447,8,1,3860,3860,46912578336608
448,8,1,3860,3860,46912578336608
449,8,1,3860,3860,46912578336608
450,8,1,3860,3860,46912578336608
451,8,1,3860,3860,46912578336608
452,16,1,3860,3860,46912578336608
453,8,1,3860,3860,46912578336608
454,8,1,3860,3860,46912578336608
455,16,1,3860,3860,46912578336608
456,8,1,3860,3860,46912578336608
457,8,1,3860,3860,46912578336608
458,8,1,3860,3860,46912578336608
459,4,1,3860,3860,46912578336608
460,16,1,3860,3860,46912578336608
461,4,1,3860,3860,46912578336608
462,4,1,3860,3860,46912578336608
463,16,1,3860,3860,46912578336608
464,4,1,3860,3860,46912578336608
465,8,1,3860,3860,46912578336608
466,16,1,3860,3860,46912578336608
467,8,1,3860,3860,46912578336608
468,8,1,3860,3860,46912578336608
469,16,1,3860,3860,46912578336608
470,8,1,3860,3860,46912578336608
